"id","code","slug","name","district_id:id","city_id:id","state_id","country_id"
"res_country_ward_47","VN-46_C0_Dtan-phuoc_Wtan-hoa-dong","tan-hoa-dong","Xã Tân Hòa Đông","res_country_district_138","res_city_94","VN-46","VN"
"res_country_ward_48","VN-46_C0_Dtan-phuoc_Wthanh-tan","thanh-tan","Xã Thạnh Tân","res_country_district_138","res_city_94","VN-46","VN"
"res_country_ward_49","VN-46_C0_Dtan-phuoc_Wthanh-my","thanh-my","Xã Thạnh Mỹ","res_country_district_138","res_city_94","VN-46","VN"
"res_country_ward_50","VN-46_C0_Dtan-phuoc_Wthanh-hoa","thanh-hoa","Xã Thạnh Hoà","res_country_district_138","res_city_94","VN-46","VN"
"res_country_ward_51","VN-46_C0_Dtan-phuoc_Wphu-my","phu-my","Xã Phú Mỹ","res_country_district_138","res_city_94","VN-46","VN"
"res_country_ward_52","VN-46_C0_Dtan-phuoc_Wtan-hoa-thanh","tan-hoa-thanh","Xã Tân Hòa Thành","res_country_district_138","res_city_94","VN-46","VN"
"res_country_ward_53","VN-46_C0_Dtan-phuoc_Whung-thanh","hung-thanh","Xã Hưng Thạnh","res_country_district_138","res_city_94","VN-46","VN"
"res_country_ward_54","VN-46_C0_Dtan-phuoc_Wtan-lap-1","tan-lap-1","Xã Tân Lập 1","res_country_district_138","res_city_94","VN-46","VN"
"res_country_ward_55","VN-46_C0_Dtan-phuoc_Wtan-hoa-tay","tan-hoa-tay","Xã Tân Hòa Tây","res_country_district_138","res_city_94","VN-46","VN"
"res_country_ward_56","VN-46_C0_Dtan-phuoc_Wtan-lap-2","tan-lap-2","Xã Tân Lập 2","res_country_district_138","res_city_94","VN-46","VN"
"res_country_ward_57","VN-46_C0_Dtan-phuoc_Wphuoc-lap","phuoc-lap","Xã Phước Lập","res_country_district_138","res_city_94","VN-46","VN"
"res_country_ward_58","VN-66_C0_Dyen-my_Wgiai-pham","giai-pham","Xã Giai Phạm","res_country_district_113","res_city_91","VN-66","VN"
"res_country_ward_59","VN-66_C0_Dyen-my_Wnghia-hiep","nghia-hiep","Xã Nghĩa Hiệp","res_country_district_113","res_city_91","VN-66","VN"
"res_country_ward_60","VN-66_C0_Dyen-my_Wdong-than","dong-than","Xã Đồng Than","res_country_district_113","res_city_91","VN-66","VN"
"res_country_ward_61","VN-66_C0_Dyen-my_Wngoc-long","ngoc-long","Xã Ngọc Long","res_country_district_113","res_city_91","VN-66","VN"
"res_country_ward_62","VN-66_C0_Dyen-my_Wlieu-xa","lieu-xa","Xã Liêu Xá","res_country_district_113","res_city_91","VN-66","VN"
"res_country_ward_63","VN-66_C0_Dyen-my_Whoan-long","hoan-long","Xã Hoàn Long","res_country_district_113","res_city_91","VN-66","VN"
"res_country_ward_64","VN-66_C0_Dyen-my_Wtan-lap","tan-lap","Xã Tân Lập","res_country_district_113","res_city_91","VN-66","VN"
"res_country_ward_65","VN-66_C0_Dyen-my_Wthanh-long","thanh-long","Xã Thanh Long","res_country_district_113","res_city_91","VN-66","VN"
"res_country_ward_66","VN-66_C0_Dyen-my_Wyen-phu","yen-phu","Xã Yên Phú","res_country_district_113","res_city_91","VN-66","VN"
"res_country_ward_67","VN-66_C0_Dyen-my_Wviet-cuong","viet-cuong","Xã Việt Cường","res_country_district_113","res_city_91","VN-66","VN"
"res_country_ward_68","VN-66_C0_Dyen-my_Wtrung-hoa","trung-hoa","Xã Trung Hòa","res_country_district_113","res_city_91","VN-66","VN"
"res_country_ward_69","VN-66_C0_Dyen-my_Wyen-hoa","yen-hoa","Xã Yên Hòa","res_country_district_113","res_city_91","VN-66","VN"
"res_country_ward_70","VN-66_C0_Dyen-my_Wminh-chau","minh-chau","Xã Minh Châu","res_country_district_113","res_city_91","VN-66","VN"
"res_country_ward_71","VN-66_C0_Dyen-my_Wtrung-hung","trung-hung","Xã Trung Hưng","res_country_district_113","res_city_91","VN-66","VN"
"res_country_ward_72","VN-66_C0_Dyen-my_Wly-thuong-kiet","ly-thuong-kiet","Xã Lý Thường Kiệt","res_country_district_113","res_city_91","VN-66","VN"
"res_country_ward_73","VN-66_C0_Dyen-my_Wtan-viet","tan-viet","Xã Tân Việt","res_country_district_113","res_city_91","VN-66","VN"
"res_country_ward_74","VN-40_C0_Dham-thuan-bac_Wla-da","la-da","Xã La Dạ","res_country_district_496","res_city_134","VN-40","VN"
"res_country_ward_75","VN-40_C0_Dham-thuan-bac_Wdong-tien","dong-tien","Xã Đông Tiến","res_country_district_496","res_city_134","VN-40","VN"
"res_country_ward_76","VN-40_C0_Dham-thuan-bac_Wthuan-hoa","thuan-hoa","Xã Thuận Hòa","res_country_district_496","res_city_134","VN-40","VN"
"res_country_ward_77","VN-40_C0_Dham-thuan-bac_Wdong-giang","dong-giang","Xã Đông Giang","res_country_district_496","res_city_134","VN-40","VN"
"res_country_ward_78","VN-40_C0_Dham-thuan-bac_Wham-phu","ham-phu","Xã Hàm Phú","res_country_district_496","res_city_134","VN-40","VN"
"res_country_ward_79","VN-40_C0_Dham-thuan-bac_Whong-liem","hong-liem","Xã Hồng Liêm","res_country_district_496","res_city_134","VN-40","VN"
"res_country_ward_80","VN-40_C0_Dham-thuan-bac_Wthuan-minh","thuan-minh","Xã Thuận Minh","res_country_district_496","res_city_134","VN-40","VN"
"res_country_ward_81","VN-40_C0_Dham-thuan-bac_Whong-son","hong-son","Xã Hồng Sơn","res_country_district_496","res_city_134","VN-40","VN"
"res_country_ward_82","VN-40_C0_Dham-thuan-bac_Wham-tri","ham-tri","Xã Hàm Trí","res_country_district_496","res_city_134","VN-40","VN"
"res_country_ward_83","VN-40_C0_Dham-thuan-bac_Wham-duc","ham-duc","Xã Hàm Đức","res_country_district_496","res_city_134","VN-40","VN"
"res_country_ward_84","VN-40_C0_Dham-thuan-bac_Wham-liem","ham-liem","Xã Hàm Liêm","res_country_district_496","res_city_134","VN-40","VN"
"res_country_ward_85","VN-40_C0_Dham-thuan-bac_Wham-chinh","ham-chinh","Xã Hàm Chính","res_country_district_496","res_city_134","VN-40","VN"
"res_country_ward_86","VN-40_C0_Dham-thuan-bac_Wham-hiep","ham-hiep","Xã Hàm Hiệp","res_country_district_496","res_city_134","VN-40","VN"
"res_country_ward_87","VN-40_C0_Dham-thuan-bac_Wham-thang","ham-thang","Xã Hàm Thắng","res_country_district_496","res_city_134","VN-40","VN"
"res_country_ward_88","VN-40_C0_Dham-thuan-bac_Wda-mi","da-mi","Xã Đa Mi","res_country_district_496","res_city_134","VN-40","VN"
"res_country_ward_89","VN-59_C0_Dtran-van-thoi_Wkhanh-binh-tay-bac","khanh-binh-tay-bac","Xã Khánh Bình Tây Bắc","res_country_district_16","res_city_83","VN-59","VN"
"res_country_ward_90","VN-59_C0_Dtran-van-thoi_Wkhanh-binh-tay","khanh-binh-tay","Xã Khánh Bình Tây","res_country_district_16","res_city_83","VN-59","VN"
"res_country_ward_91","VN-59_C0_Dtran-van-thoi_Wtran-hoi","tran-hoi","Xã Trần Hợi","res_country_district_16","res_city_83","VN-59","VN"
"res_country_ward_92","VN-59_C0_Dtran-van-thoi_Wkhanh-loc","khanh-loc","Xã Khánh Lộc","res_country_district_16","res_city_83","VN-59","VN"
"res_country_ward_93","VN-59_C0_Dtran-van-thoi_Wkhanh-binh","khanh-binh","Xã Khánh Bình","res_country_district_16","res_city_83","VN-59","VN"
"res_country_ward_94","VN-59_C0_Dtran-van-thoi_Wkhanh-hung","khanh-hung","Xã Khánh Hưng","res_country_district_16","res_city_83","VN-59","VN"
"res_country_ward_95","VN-59_C0_Dtran-van-thoi_Wkhanh-binh-dong","khanh-binh-dong","Xã Khánh Bình Đông","res_country_district_16","res_city_83","VN-59","VN"
"res_country_ward_96","VN-59_C0_Dtran-van-thoi_Wkhanh-hai","khanh-hai","Xã Khánh Hải","res_country_district_16","res_city_83","VN-59","VN"
"res_country_ward_97","VN-59_C0_Dtran-van-thoi_Wloi-an","loi-an","Xã Lợi An","res_country_district_16","res_city_83","VN-59","VN"
"res_country_ward_98","VN-59_C0_Dtran-van-thoi_Wphong-dien","phong-dien","Xã Phong Điền","res_country_district_16","res_city_83","VN-59","VN"
"res_country_ward_99","VN-59_C0_Dtran-van-thoi_Wphong-lac","phong-lac","Xã Phong Lạc","res_country_district_16","res_city_83","VN-59","VN"
"res_country_ward_100","VN-07_C0_Dyen-son_Wqui-quan","qui-quan","Xã Quí Quân","res_country_district_301","res_city_110","VN-07","VN"
"res_country_ward_101","VN-07_C0_Dyen-son_Wluc-hanh","luc-hanh","Xã Lực Hành","res_country_district_301","res_city_110","VN-07","VN"
"res_country_ward_102","VN-07_C0_Dyen-son_Wkien-thiet","kien-thiet","Xã Kiến Thiết","res_country_district_301","res_city_110","VN-07","VN"
"res_country_ward_103","VN-07_C0_Dyen-son_Wtrung-minh","trung-minh","Xã Trung Minh","res_country_district_301","res_city_110","VN-07","VN"
"res_country_ward_104","VN-07_C0_Dyen-son_Wchieu-yen","chieu-yen","Xã Chiêu Yên","res_country_district_301","res_city_110","VN-07","VN"
"res_country_ward_105","VN-07_C0_Dyen-son_Wtrung-truc","trung-truc","Xã Trung Trực","res_country_district_301","res_city_110","VN-07","VN"
"res_country_ward_106","VN-07_C0_Dyen-son_Wxuan-van","xuan-van","Xã Xuân Vân","res_country_district_301","res_city_110","VN-07","VN"
"res_country_ward_107","VN-07_C0_Dyen-son_Wphuc-ninh","phuc-ninh","Xã Phúc Ninh","res_country_district_301","res_city_110","VN-07","VN"
"res_country_ward_108","VN-07_C0_Dyen-son_Whung-loi","hung-loi","Xã Hùng Lợi","res_country_district_301","res_city_110","VN-07","VN"
"res_country_ward_109","VN-07_C0_Dyen-son_Wtrung-son","trung-son","Xã Trung Sơn","res_country_district_301","res_city_110","VN-07","VN"
"res_country_ward_110","VN-07_C0_Dyen-son_Wtan-tien","tan-tien","Xã Tân Tiến","res_country_district_301","res_city_110","VN-07","VN"
"res_country_ward_111","VN-07_C0_Dyen-son_Wtu-quan","tu-quan","Xã Tứ Quận","res_country_district_301","res_city_110","VN-07","VN"
"res_country_ward_112","VN-07_C0_Dyen-son_Wdao-vien","dao-vien","Xã Đạo Viện","res_country_district_301","res_city_110","VN-07","VN"
"res_country_ward_113","VN-07_C0_Dyen-son_Wtan-long","tan-long","Xã Tân Long","res_country_district_301","res_city_110","VN-07","VN"
"res_country_ward_114","VN-07_C0_Dyen-son_Wthang-quan","thang-quan","Xã Thắng Quân","res_country_district_301","res_city_110","VN-07","VN"
"res_country_ward_115","VN-07_C0_Dyen-son_Wkim-quan","kim-quan","Xã Kim Quan","res_country_district_301","res_city_110","VN-07","VN"
"res_country_ward_116","VN-07_C0_Dyen-son_Wlang-quan","lang-quan","Xã Lang Quán","res_country_district_301","res_city_110","VN-07","VN"
"res_country_ward_117","VN-07_C0_Dyen-son_Wphu-thinh","phu-thinh","Xã Phú Thịnh","res_country_district_301","res_city_110","VN-07","VN"
"res_country_ward_118","VN-07_C0_Dyen-son_Wcong-da","cong-da","Xã Công Đa","res_country_district_301","res_city_110","VN-07","VN"
"res_country_ward_119","VN-07_C0_Dyen-son_Wtrung-mon","trung-mon","Xã Trung Môn","res_country_district_301","res_city_110","VN-07","VN"
"res_country_ward_120","VN-07_C0_Dyen-son_Wchan-son","chan-son","Xã Chân Sơn","res_country_district_301","res_city_110","VN-07","VN"
"res_country_ward_121","VN-07_C0_Dyen-son_Wthai-binh","thai-binh","Xã Thái Bình","res_country_district_301","res_city_110","VN-07","VN"
"res_country_ward_122","VN-07_C0_Dyen-son_Wtien-bo","tien-bo","Xã Tiến Bộ","res_country_district_301","res_city_110","VN-07","VN"
"res_country_ward_123","VN-07_C0_Dyen-son_Wmy-bang","my-bang","Xã Mỹ Bằng","res_country_district_301","res_city_110","VN-07","VN"
"res_country_ward_124","VN-07_C0_Dyen-son_Whoang-khai","hoang-khai","Xã Hoàng Khai","res_country_district_301","res_city_110","VN-07","VN"
"res_country_ward_125","VN-07_C0_Dyen-son_Wnhu-han","nhu-han","Xã Nhữ Hán","res_country_district_301","res_city_110","VN-07","VN"
"res_country_ward_126","VN-07_C0_Dyen-son_Wnhu-khe","nhu-khe","Xã Nhữ Khê","res_country_district_301","res_city_110","VN-07","VN"
"res_country_ward_127","VN-07_C0_Dyen-son_Wdoi-binh","doi-binh","Xã Đội Bình","res_country_district_301","res_city_110","VN-07","VN"
"res_country_ward_128","VN-41_C0_Dtan-tru_Wtan-binh","tan-binh","Xã Tân Bình","res_country_district_548","res_city_140","VN-41","VN"
"res_country_ward_129","VN-41_C0_Dtan-tru_Wque-my-thanh","que-my-thanh","Xã Quê Mỹ Thạnh","res_country_district_548","res_city_140","VN-41","VN"
"res_country_ward_130","VN-41_C0_Dtan-tru_Wlac-tan","lac-tan","Xã Lạc Tấn","res_country_district_548","res_city_140","VN-41","VN"
"res_country_ward_131","VN-41_C0_Dtan-tru_Wbinh-trinh-dong","binh-trinh-dong","Xã Bình Trinh Đông","res_country_district_548","res_city_140","VN-41","VN"
"res_country_ward_132","VN-41_C0_Dtan-tru_Wtan-phuoc-tay","tan-phuoc-tay","Xã Tân Phước Tây","res_country_district_548","res_city_140","VN-41","VN"
"res_country_ward_133","VN-41_C0_Dtan-tru_Wbinh-lang","binh-lang","Xã Bình Lãng","res_country_district_548","res_city_140","VN-41","VN"
"res_country_ward_134","VN-41_C0_Dtan-tru_Wbinh-tinh","binh-tinh","Xã Bình Tịnh","res_country_district_548","res_city_140","VN-41","VN"
"res_country_ward_135","VN-41_C0_Dtan-tru_Wduc-tan","duc-tan","Xã Đức Tân","res_country_district_548","res_city_140","VN-41","VN"
"res_country_ward_136","VN-41_C0_Dtan-tru_Wnhut-ninh","nhut-ninh","Xã Nhựt Ninh","res_country_district_548","res_city_140","VN-41","VN"
"res_country_ward_137","VN-39_C0_Ddinh-quan_Wthanh-son","thanh-son","Xã Thanh Sơn","res_country_district_131","res_city_93","VN-39","VN"
"res_country_ward_138","VN-39_C0_Ddinh-quan_Wphu-tan","phu-tan","Xã Phú Tân","res_country_district_131","res_city_93","VN-39","VN"
"res_country_ward_139","VN-39_C0_Ddinh-quan_Wphu-vinh","phu-vinh","Xã Phú Vinh","res_country_district_131","res_city_93","VN-39","VN"
"res_country_ward_140","VN-39_C0_Ddinh-quan_Wphu-loi","phu-loi","Xã Phú Lợi","res_country_district_131","res_city_93","VN-39","VN"
"res_country_ward_141","VN-39_C0_Ddinh-quan_Wphu-hoa","phu-hoa","Xã Phú Hòa","res_country_district_131","res_city_93","VN-39","VN"
"res_country_ward_142","VN-39_C0_Ddinh-quan_Wngoc-dinh","ngoc-dinh","Xã Ngọc Định","res_country_district_131","res_city_93","VN-39","VN"
"res_country_ward_143","VN-39_C0_Ddinh-quan_Wla-nga","la-nga","Xã La Ngà","res_country_district_131","res_city_93","VN-39","VN"
"res_country_ward_144","VN-39_C0_Ddinh-quan_Wgia-canh","gia-canh","Xã Gia Canh","res_country_district_131","res_city_93","VN-39","VN"
"res_country_ward_145","VN-39_C0_Ddinh-quan_Wphu-ngoc","phu-ngoc","Xã Phú Ngọc","res_country_district_131","res_city_93","VN-39","VN"
"res_country_ward_146","VN-39_C0_Ddinh-quan_Wphu-cuong","phu-cuong","Xã Phú Cường","res_country_district_131","res_city_93","VN-39","VN"
"res_country_ward_147","VN-39_C0_Ddinh-quan_Wtuc-trung","tuc-trung","Xã Túc Trưng","res_country_district_131","res_city_93","VN-39","VN"
"res_country_ward_148","VN-39_C0_Ddinh-quan_Wphu-tuc","phu-tuc","Xã Phú Túc","res_country_district_131","res_city_93","VN-39","VN"
"res_country_ward_149","VN-39_C0_Ddinh-quan_Wsuoi-nho","suoi-nho","Xã Suối Nho","res_country_district_131","res_city_93","VN-39","VN"
"res_country_ward_150","VN-72_C0_Ddak-glong_Wquang-son","quang-son","Xã Quảng Sơn","res_country_district_465","res_city_130","VN-72","VN"
"res_country_ward_151","VN-72_C0_Ddak-glong_Wquang-hoa","quang-hoa","Xã Quảng Hoà","res_country_district_465","res_city_130","VN-72","VN"
"res_country_ward_152","VN-72_C0_Ddak-glong_Wdak-ha","dak-ha","Xã Đắk Ha","res_country_district_465","res_city_130","VN-72","VN"
"res_country_ward_153","VN-72_C0_Ddak-glong_Wdak-r-mang","dak-r-mang","Xã Đắk R'Măng","res_country_district_465","res_city_130","VN-72","VN"
"res_country_ward_154","VN-72_C0_Ddak-glong_Wquang-khe","quang-khe","Xã Quảng Khê","res_country_district_465","res_city_130","VN-72","VN"
"res_country_ward_155","VN-72_C0_Ddak-glong_Wdak-plao","dak-plao","Xã Đắk Plao","res_country_district_465","res_city_130","VN-72","VN"
"res_country_ward_156","VN-72_C0_Ddak-glong_Wdak-som","dak-som","Xã Đắk Som","res_country_district_465","res_city_130","VN-72","VN"
"res_country_ward_157","VN-54_C0_Dhiep-hoa_Wdong-tan","dong-tan","Xã Đồng Tân","res_country_district_269","res_city_107","VN-54","VN"
"res_country_ward_158","VN-54_C0_Dhiep-hoa_Wthanh-van","thanh-van","Xã Thanh Vân","res_country_district_269","res_city_107","VN-54","VN"
"res_country_ward_159","VN-54_C0_Dhiep-hoa_Whoang-luong","hoang-luong","Xã Hoàng Lương","res_country_district_269","res_city_107","VN-54","VN"
"res_country_ward_160","VN-54_C0_Dhiep-hoa_Whoang-van","hoang-van","Xã Hoàng Vân","res_country_district_269","res_city_107","VN-54","VN"
"res_country_ward_161","VN-54_C0_Dhiep-hoa_Whoang-thanh","hoang-thanh","Xã Hoàng Thanh","res_country_district_269","res_city_107","VN-54","VN"
"res_country_ward_162","VN-54_C0_Dhiep-hoa_Whoang-an","hoang-an","Xã Hoàng An","res_country_district_269","res_city_107","VN-54","VN"
"res_country_ward_163","VN-54_C0_Dhiep-hoa_Wngoc-son","ngoc-son","Xã Ngọc Sơn","res_country_district_269","res_city_107","VN-54","VN"
"res_country_ward_164","VN-54_C0_Dhiep-hoa_Wthai-son","thai-son","Xã Thái Sơn","res_country_district_269","res_city_107","VN-54","VN"
"res_country_ward_165","VN-54_C0_Dhiep-hoa_Whoa-son","hoa-son","Xã Hòa Sơn","res_country_district_269","res_city_107","VN-54","VN"
"res_country_ward_166","VN-54_C0_Dhiep-hoa_Wquang-minh","quang-minh","Xã Quang Minh","res_country_district_269","res_city_107","VN-54","VN"
"res_country_ward_167","VN-54_C0_Dhiep-hoa_Wluong-phong","luong-phong","Xã Lương Phong","res_country_district_269","res_city_107","VN-54","VN"
"res_country_ward_168","VN-54_C0_Dhiep-hoa_Whung-son","hung-son","Xã Hùng Sơn","res_country_district_269","res_city_107","VN-54","VN"
"res_country_ward_169","VN-54_C0_Dhiep-hoa_Wdai-thanh","dai-thanh","Xã Đại Thành","res_country_district_269","res_city_107","VN-54","VN"
"res_country_ward_170","VN-54_C0_Dhiep-hoa_Wthuong-thang","thuong-thang","Xã Thường Thắng","res_country_district_269","res_city_107","VN-54","VN"
"res_country_ward_171","VN-54_C0_Dhiep-hoa_Whop-thinh","hop-thinh","Xã Hợp Thịnh","res_country_district_269","res_city_107","VN-54","VN"
"res_country_ward_172","VN-54_C0_Dhiep-hoa_Wdanh-thang","danh-thang","Xã Danh Thắng","res_country_district_269","res_city_107","VN-54","VN"
"res_country_ward_173","VN-54_C0_Dhiep-hoa_Wmai-trung","mai-trung","Xã Mai Trung","res_country_district_269","res_city_107","VN-54","VN"
"res_country_ward_174","VN-54_C0_Dhiep-hoa_Wdoan-bai","doan-bai","Xã Đoan Bái","res_country_district_269","res_city_107","VN-54","VN"
"res_country_ward_175","VN-54_C0_Dhiep-hoa_Wbac-ly","bac-ly","Xã Bắc Lý","res_country_district_269","res_city_107","VN-54","VN"
"res_country_ward_176","VN-54_C0_Dhiep-hoa_Wxuan-cam","xuan-cam","Xã Xuân Cẩm","res_country_district_269","res_city_107","VN-54","VN"
"res_country_ward_177","VN-54_C0_Dhiep-hoa_Whuong-lam","huong-lam","Xã Hương Lâm","res_country_district_269","res_city_107","VN-54","VN"
"res_country_ward_178","VN-54_C0_Dhiep-hoa_Wdong-lo","dong-lo","Xã Đông Lỗ","res_country_district_269","res_city_107","VN-54","VN"
"res_country_ward_179","VN-54_C0_Dhiep-hoa_Wchau-minh","chau-minh","Xã Châu Minh","res_country_district_269","res_city_107","VN-54","VN"
"res_country_ward_180","VN-54_C0_Dhiep-hoa_Wmai-dinh","mai-dinh","Xã Mai Đình","res_country_district_269","res_city_107","VN-54","VN"
"res_country_ward_181","VN-18_C0_Dhoa-lu_Wninh-giang","ninh-giang","Xã Ninh Giang","res_country_district_10","res_city_82","VN-18","VN"
"res_country_ward_182","VN-18_C0_Dhoa-lu_Wtruong-yen","truong-yen","Xã Trường Yên","res_country_district_10","res_city_82","VN-18","VN"
